pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
1785	A prey is quickly running behind the cheetah	A cheetah is chasing its prey across a field	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A cheetah chases prey on across a field.	A cheetah is running behind its prey.	SEMEVAL	SEMEVAL	TEST
1786	A cheetah is breathlessly chasing its prey across a field	A cheetah is quickly running behind its prey.	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A cheetah is running behind its prey.	A cheetah chases prey on across a field.	SEMEVAL	SEMEVAL	TEST
1787	A cheetah is shaken off by its prey across a field.	A cheetah is quickly running behind its prey.	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A cheetah is running behind its prey.	A cheetah chases prey on across a field.	SEMEVAL	SEMEVAL	TRAIN
1788	A cheetah is chasing its prey across a field	A cheetah is quickly running behind its prey.	ENTAILMENT	4.4	A_entails_B	B_entails_A	A cheetah chases prey on across a field.	A cheetah is running behind its prey.	SEMEVAL	SEMEVAL	TEST
1789	A lion is pacing tiredly in a pen	The lion is pacing tiredly in the pen	ENTAILMENT	4.9	A_entails_B	B_entails_A	A lion is pacing in a pen.	A lion is pacing in a pen.	SEMEVAL	SEMEVAL	TRAIN
1790	There is no lion pacing tiredly in a pen	A lion is pacing tiredly in a pen	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A lion is pacing in a pen.	A lion is pacing in a pen.	SEMEVAL	SEMEVAL	TEST
1791	A lion is tiring the whole pen by pacing	A lion is pacing tiredly in a pen	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A lion is pacing in a pen.	A lion is pacing in a pen.	SEMEVAL	SEMEVAL	TRAIN
1792	A lion is slowly walking	A lion is slowly moving around	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A lion is walking.	A lion is walking.	SEMEVAL	SEMEVAL	TRAIN
1793	There is no lion walking	A lion is slowly walking	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A lion is walking.	A lion is walking.	SEMEVAL	SEMEVAL	TEST
1794	Not everyone is able to walk a lion	A lion is slowly walking	NEUTRAL	2.5	A_neutral_B	B_neutral_A	A lion is walking.	A lion is walking.	SEMEVAL	SEMEVAL	TEST
1795	A lion is pacing tiredly in a pen	A lion is slowly moving around	NEUTRAL	4	A_neutral_B	B_neutral_A	A lion is pacing in a pen.	A lion is walking.	SEMEVAL	SEMEVAL	TEST
1796	A lion is pacing tiredly in a pen	There is no lion walking	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	A lion is pacing in a pen.	A lion is walking.	SEMEVAL	SEMEVAL	TEST
1797	Not everyone is able to walk a lion	A lion is pacing tiredly in a pen	NEUTRAL	2.3	A_neutral_B	B_neutral_A	A lion is pacing in a pen.	A lion is walking.	SEMEVAL	SEMEVAL	TEST
1798	The lion is pacing tiredly in the pen	A lion is slowly walking	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A lion is walking.	A lion is pacing in a pen.	SEMEVAL	SEMEVAL	TRAIN
1799	A lion is slowly walking	There is no lion pacing tiredly in a pen	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	A lion is pacing in a pen.	A lion is walking.	SEMEVAL	SEMEVAL	TEST
1800	A lion is slowly walking	A lion is tiring the whole pen by pacing	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A lion is walking.	A lion is pacing in a pen.	SEMEVAL	SEMEVAL	TEST
1801	A lion is pacing tiredly in a pen	A lion is slowly walking	ENTAILMENT	4	A_entails_B	B_neutral_A	A lion is pacing in a pen.	A lion is walking.	SEMEVAL	SEMEVAL	TEST
1802	A flute is being played by a man	The flute is being played by one man	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man is playing a flute.	A man is playing a flute.	SEMEVAL	SEMEVAL	TEST
1803	A flute is being played by a man	A flute isn't being played by a man	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A man is playing a flute.	A man is playing a flute.	SEMEVAL	SEMEVAL	TEST
1804	A man is playing the guitar loudly	The adult is playing the guitar loudly	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A man playing the guitar.	A man playing the guitar.	SEMEVAL	SEMEVAL	TEST
1805	There is no man playing the guitar loudly	A man is playing the guitar loudly	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A man playing the guitar.	A man playing the guitar.	SEMEVAL	SEMEVAL	TEST
1806	The loud man is not allowed to play the guitar	A man is playing the guitar loudly	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A man playing the guitar.	A man playing the guitar.	SEMEVAL	SEMEVAL	TEST
1807	The adult is playing the guitar loudly	A flute is being played by a man	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A man is playing a flute.	A man playing the guitar.	SEMEVAL	SEMEVAL	TRIAL
1808	There is no man playing the guitar loudly	A flute is being played by a man	NEUTRAL	1.8	A_neutral_B	B_neutral_A	A man is playing a flute.	A man playing the guitar.	SEMEVAL	SEMEVAL	TRAIN
1809	The loud man is not allowed to play the guitar	A flute is being played by a man	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A man playing the guitar.	A man playing the guitar.	SEMEVAL	SEMEVAL	TRAIN
1810	The flute is being played by one man	A man is playing the guitar loudly	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A man is playing a flute.	A man playing the guitar.	SEMEVAL	SEMEVAL	TEST
1811	A man is playing the guitar loudly	A flute isn't being played by a man	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A man playing the guitar.	A man is playing a flute.	SEMEVAL	SEMEVAL	TRIAL
1812	A man is playing the guitar loudly	A flute is being played by a man	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A man is playing a flute.	A man playing the guitar.	SEMEVAL	SEMEVAL	TRAIN
1813	The person is dicing up a pepper which is orange	An orange pepper is being diced up by a person	ENTAILMENT	4.9	A_entails_B	B_entails_A	A person dices up an orange pepper.	A person dices up an orange pepper.	SEMEVAL	SEMEVAL	TEST
1814	The person isn't dicing up an orange pepper	The person is dicing up a pepper which is orange	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A person dices up an orange pepper.	A person dices up an orange pepper.	SEMEVAL	SEMEVAL	TRAIN
1815	The person is dicing up a pepper which is orange	The orange colored dices are being cast by a cook to win the pepper	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A person dices up an orange pepper.	A person dices up an orange pepper.	SEMEVAL	SEMEVAL	TRAIN
1816	A cook is rapidly slicing some bell peppers	A cook is slicing some bell peppers	ENTAILMENT	4.7	A_entails_B	B_neutral_A	The cook is slicing bell peppers.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TEST
1817	There is no cook slicing some bell peppers	A cook is slicing some bell peppers	CONTRADICTION	4.15	A_contradicts_B	B_contradicts_A	The cook is slicing bell peppers.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TEST
1818	Some bells are ringing near a cook slicing peppers	A cook is slicing some bell peppers	NEUTRAL	3.1	A_neutral_B	B_neutral_A	The cook is slicing bell peppers.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TRAIN
1819	The person is dicing up a pepper which is orange	A cook is rapidly slicing some bell peppers	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A person dices up an orange pepper.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TEST
1820	There is no cook slicing some bell peppers	The person is dicing up a pepper which is orange	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A person dices up an orange pepper.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TRAIN
1821	Some bells are ringing near a cook slicing peppers	The person is dicing up a pepper which is orange	NEUTRAL	2.3	A_neutral_B	B_neutral_A	The cook is slicing bell peppers.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TEST
1822	A cook is slicing some bell peppers	An orange pepper is being diced up by a person	NEUTRAL	4.1	A_neutral_B	B_neutral_A	The cook is slicing bell peppers.	A person dices up an orange pepper.	SEMEVAL	SEMEVAL	TRAIN
1823	The person isn't dicing up an orange pepper	A cook is slicing some bell peppers	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	The cook is slicing bell peppers.	A person dices up an orange pepper.	SEMEVAL	SEMEVAL	TRAIN
1824	The orange colored dices are being cast by a cook to win the pepper	A cook is slicing some bell peppers	NEUTRAL	2.5	A_neutral_B	B_neutral_A	The cook is slicing bell peppers.	A person dices up an orange pepper.	SEMEVAL	SEMEVAL	TEST
1825	The person is dicing up a pepper which is orange	A cook is slicing some bell peppers	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A person dices up an orange pepper.	The cook is slicing bell peppers.	SEMEVAL	SEMEVAL	TRAIN
1826	A girl is cutting the butter into two pieces	A girl is cutting butter into two pieces	ENTAILMENT	4.9	A_entails_B	B_entails_A	A girl is slicing a butter into two pieces.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST
1827	A girl is cutting butter into two pieces	A girl is melting two pieces of butter together	NEUTRAL	3.6	A_neutral_B	B_contradicts_A	A girl is slicing a butter into two pieces.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST
1828	A girl is cutting butter into two pieces	A magician is cutting a girl into two pieces like butter	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A girl is slicing a butter into two pieces.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST
1829	Some tofu is being sliced by one woman	Tofu is being sliced by a woman	ENTAILMENT	4.9	A_entails_B	B_entails_A	A woman is slicing tofu.	A woman is slicing tofu.	SEMEVAL	SEMEVAL	TRAIN
1830	Tofu is being sliced by a woman	Tofu isn't being sliced by a woman	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A woman is slicing tofu.	A woman is slicing tofu.	SEMEVAL	SEMEVAL	TRAIN
1831	Some sliced tofu is being eaten by a woman	Tofu is being sliced by a woman	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A woman is slicing tofu.	A woman is slicing tofu.	SEMEVAL	SEMEVAL	TEST
1832	A girl is cutting butter into two pieces	Some tofu is being sliced by one woman	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A woman is slicing tofu.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TRAIN
1833	Tofu isn't being sliced by a woman	A girl is cutting butter into two pieces	NEUTRAL	1.9	A_neutral_B	B_neutral_A	A girl is slicing a butter into two pieces.	A woman is slicing tofu.	SEMEVAL	SEMEVAL	TEST
1834	A girl is cutting butter into two pieces	Some sliced tofu is being eaten by a woman	NEUTRAL	1.5	A_neutral_B	B_neutral_A	A woman is slicing tofu.	A woman is slicing tofu.	SEMEVAL	SEMEVAL	TEST
1835	Tofu is being sliced by a woman	A girl is cutting the butter into two pieces	NEUTRAL	2.1	A_neutral_B	B_neutral_A	A woman is slicing tofu.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST
1836	A girl is melting two pieces of butter together	Tofu is being sliced by a woman	NEUTRAL	1.435	A_neutral_B	B_neutral_A	A woman is slicing tofu.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST
1837	A magician is cutting a girl into two pieces like butter	Tofu is being sliced by a woman	NEUTRAL	1.3	A_neutral_B	B_neutral_A	A woman is slicing tofu.	A girl is slicing a butter into two pieces.	SEMEVAL	SEMEVAL	TEST
1838	A girl is cutting butter into two pieces	Tofu is being sliced by a woman	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A girl is slicing a butter into two pieces.	A woman is slicing tofu.	SEMEVAL	SEMEVAL	TEST
1839	The girl, who is little, is carefully combing her hair into a pony tail	The girl, who is little, is combing her hair into a pony tail.	ENTAILMENT	4.6	A_entails_B	B_neutral_A	The little girl is putting her hair into a pony tail.	The little girl is putting her hair into a pony tail.	SEMEVAL	SEMEVAL	TRIAL
1840	The girl, who is little, is combing her hair into a pony tail.	The girl, who is little, is ruffling her hair	NEUTRAL	3.5	A_neutral_B	B_neutral_A	The little girl is putting her hair into a pony tail.	The little girl is putting her hair into a pony tail.	SEMEVAL	SEMEVAL	TRAIN
1841	A girl is combing the hair of a little pony's tail	The girl, who is little, is combing her hair into a pony tail.	NEUTRAL	2.8	A_neutral_B	B_neutral_A	The little girl is putting her hair into a pony tail.	The little girl is putting her hair into a pony tail.	SEMEVAL	SEMEVAL	TRAIN
1842	One man is sitting steadily on the chair	One man is sitting on the chair	ENTAILMENT	4.4	A_entails_B	B_neutral_A	The man sat in his chair and stared.	The man sat in his chair and stared.	SEMEVAL	SEMEVAL	TRAIN
1843	There is no man sitting on the chair	One man is sitting on the chair	CONTRADICTION	3.835	A_contradicts_B	B_contradicts_A	The man sat in his chair and stared.	The man sat in his chair and stared.	SEMEVAL	SEMEVAL	TEST
1844	The girl, who is little, is combing her hair into a pony tail.	One man is sitting steadily on the chair	NEUTRAL	1	A_neutral_B	B_neutral_A	The little girl is putting her hair into a pony tail.	The man sat in his chair and stared.	SEMEVAL	SEMEVAL	TRAIN
1845	There is no man sitting on the chair	The girl, who is little, is combing her hair into a pony tail.	NEUTRAL	1	A_neutral_B	B_neutral_A	The little girl is putting her hair into a pony tail.	The man sat in his chair and stared.	SEMEVAL	SEMEVAL	TEST
1846	The girl, who is little, is carefully combing her hair into a pony tail	One man is sitting on the chair	NEUTRAL	1	A_neutral_B	B_neutral_A	The man sat in his chair and stared.	The little girl is putting her hair into a pony tail.	SEMEVAL	SEMEVAL	TRAIN
1847	One man is sitting on the chair	The girl, who is little, is ruffling her hair	NEUTRAL	1	A_neutral_B	B_neutral_A	The man sat in his chair and stared.	The little girl is putting her hair into a pony tail.	SEMEVAL	SEMEVAL	TRIAL
1848	A girl is combing the hair of a little pony's tail	One man is sitting on the chair	NEUTRAL	1	A_neutral_B	B_neutral_A	The man sat in his chair and stared.	The little girl is putting her hair into a pony tail.	SEMEVAL	SEMEVAL	TEST
1849	One man is sitting on the chair	The girl, who is little, is combing her hair into a pony tail.	NEUTRAL	1.1	A_neutral_B	B_neutral_A	The little girl is putting her hair into a pony tail.	The man sat in his chair and stared.	SEMEVAL	SEMEVAL	TRAIN
1850	A man is carelessly smearing butter on a slice of garlic flavored bread 	The man is carelessly smearing butter on a slice of garlic bread	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is smearing butter on a slice of garlic bread.	A man is smearing butter on a slice of garlic bread.	SEMEVAL	SEMEVAL	TEST
1851	The man is carelessly smearing butter on a slice of garlic bread	The man isn't smearing butter on bread 	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man is smearing butter on a slice of garlic bread.	A man is smearing butter on a slice of garlic bread.	SEMEVAL	SEMEVAL	TRAIN
1852	A man is spreading butter on a piece of bread which is big	A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man	ENTAILMENT	4.7	A_entails_B	B_entails_A	A man spreads butter on a big piece of bread.	A man spreads butter on a big piece of bread.	SEMEVAL	SEMEVAL	TRAIN
1853	A man is removing the butter from a piece of bread which is big	A man is spreading butter on a piece of bread which is big	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A man spreads butter on a big piece of bread.	A man spreads butter on a big piece of bread.	SEMEVAL	SEMEVAL	TRAIN
1854	The man is carelessly smearing butter on a slice of garlic bread	A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A man is smearing butter on a slice of garlic bread.	A man spreads butter on a big piece of bread.	SEMEVAL	SEMEVAL	TRAIN
1855	The man is carelessly smearing butter on a slice of garlic bread	A man is removing the butter from a piece of bread which is big	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A man is smearing butter on a slice of garlic bread.	A man spreads butter on a big piece of bread.	SEMEVAL	SEMEVAL	TEST
1856	A man is spreading butter on a piece of bread which is big	A man is carelessly smearing butter on a slice of garlic flavored bread 	NEUTRAL	4	A_neutral_B	B_neutral_A	A man spreads butter on a big piece of bread.	A man is smearing butter on a slice of garlic bread.	SEMEVAL	SEMEVAL	TEST
1857	The man isn't smearing butter on bread 	A man is spreading butter on a piece of bread which is big	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A man spreads butter on a big piece of bread.	A man is smearing butter on a slice of garlic bread.	SEMEVAL	SEMEVAL	TEST
1858	The man is carelessly smearing butter on a slice of garlic bread	A man is spreading butter on a piece of bread which is big	NEUTRAL	4	A_neutral_B	B_neutral_A	A man is smearing butter on a slice of garlic bread.	A man spreads butter on a big piece of bread.	SEMEVAL	SEMEVAL	TEST
1859	The parrot is amazingly talking into the microphone	The parrot is talking into the microphone	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A parrot is talking.	A parrot is talking.	SEMEVAL	SEMEVAL	TEST
1860	The parrot is talking into the microphone	The parrot is silent in front of the microphone	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A parrot is talking.	A parrot is talking.	SEMEVAL	SEMEVAL	TEST
1861	The microphone in front of the talking parrot is being muted	The parrot is talking into the microphone	NEUTRAL	4	A_neutral_B	B_neutral_A	A parrot is talking.	A parrot is talking.	SEMEVAL	SEMEVAL	TRIAL
1862	The parrot is speaking	A parrot is speaking	ENTAILMENT	5	A_entails_B	B_entails_A	A parrot is talking into a microphone.	A parrot is talking into a microphone.	SEMEVAL	SEMEVAL	TEST
